id_scenario,id_region,id_sector,id_subsector,year,population,
1,9,3,31,2010,904109.2695,
1,9,3,31,2011,904109.2695,
1,9,3,31,2012,904109.2695,
1,9,3,31,2013,904109.2695,
1,9,3,31,2014,904109.2695,
1,9,3,31,2015,904109.2695,
1,9,3,31,2016,904299.2331,
1,9,3,31,2017,904299.2331,
1,9,3,31,2018,904346.8021,
1,9,3,31,2019,904346.8021,
1,9,3,31,2020,904346.8021,
1,9,3,31,2021,906962.2715,
1,9,3,31,2022,907721.9579,
1,9,3,31,2023,907721.9579,
1,9,3,31,2024,907721.9579,
1,9,3,31,2025,907721.9579,
1,9,3,31,2026,907721.9579,
1,9,3,31,2027,908573.1242,
1,9,3,31,2028,909092.0317,
1,9,3,31,2029,909092.0317,
1,9,3,31,2030,909092.0317,
1,9,3,31,2031,909092.0317,
1,9,3,31,2032,909092.0317,
1,9,3,31,2033,909092.0317,
1,9,3,31,2034,909281.435,
1,9,3,31,2035,909281.435,
1,9,3,31,2036,909281.435,
1,9,3,31,2037,909281.435,
1,9,3,31,2038,909281.435,
1,9,3,31,2039,909328.8055,
1,9,3,31,2040,909328.8055,
1,9,3,31,2041,909328.8055,
1,9,3,31,2042,909328.8055,
1,9,3,31,2043,909328.8055,
1,9,3,31,2044,910704.5964,
1,9,3,31,2045,910704.5964,
1,9,3,31,2046,910704.5964,
1,9,3,31,2047,910704.5964,
1,9,3,31,2048,910364.7014,
1,9,3,31,2049,910412.0719,
1,9,3,31,2050,910412.0719,
1,9,3,31,2051,910412.0719,
1,9,3,32,2010,10263654.88,
1,9,3,32,2011,10263006.52,
1,9,3,32,2012,10262873.33,
1,9,3,32,2013,10255777.88,
1,9,3,32,2014,10252496.64,
1,9,3,32,2015,10245061.44,
1,9,3,32,2016,10237708.92,
1,9,3,32,2017,10231443.66,
1,9,3,32,2018,10228031.26,
1,9,3,32,2019,10226064.85,
1,9,3,32,2020,10224390.43,
1,9,3,32,2021,10212644.2,
1,9,3,32,2022,10210591.46,
1,9,3,32,2023,10208874.81,
1,9,3,32,2024,10207771.13,
1,9,3,32,2025,10201547.83,
1,9,3,32,2026,10197633.16,
1,9,3,32,2027,10181087.82,
1,9,3,32,2028,10178433.32,
1,9,3,32,2029,10174592.58,
1,9,3,32,2030,10172478.22,
1,9,3,32,2031,10166592.95,
1,9,3,32,2032,10165987.61,
1,9,3,32,2033,10161547.13,
1,9,3,32,2034,10157550.13,
1,9,3,32,2035,10154314.52,
1,9,3,32,2036,10147254.01,
1,9,3,32,2037,10139361.1,
1,9,3,32,2038,10135890.3,
1,9,3,32,2039,10131446.86,
1,9,3,32,2040,10126587.37,
1,9,3,32,2041,10118566.71,
1,9,3,32,2042,10110445.72,
1,9,3,32,2043,10101447.36,
1,9,3,32,2044,10091401.69,
1,9,3,32,2045,10079522.72,
1,9,3,32,2046,10073492.71,
1,9,3,32,2047,10065061.15,
1,9,3,32,2048,9997145.839,
1,9,3,32,2049,9989568.971,
1,9,3,32,2050,9982786.103,
1,9,3,32,2051,9976816.121,
1,9,3,33,2010,2407028.798,
1,9,3,33,2011,2406836.906,
1,9,3,33,2012,2406723.469,
1,9,3,33,2013,2406048.122,
1,9,3,33,2014,2405693.869,
1,9,3,33,2015,2404808.823,
1,9,3,33,2016,2403751.255,
1,9,3,33,2017,2403247.461,
1,9,3,33,2018,2402924.064,
1,9,3,33,2019,2402539.196,
1,9,3,33,2020,2401811.539,
1,9,3,33,2021,2401213.96,
1,9,3,33,2022,2400707.833,
1,9,3,33,2023,2400105.848,
1,9,3,33,2024,2399533.24,
1,9,3,33,2025,2398866.295,
1,9,3,33,2026,2398316.897,
1,9,3,33,2027,2397644.828,
1,9,3,33,2028,2396652.675,
1,9,3,33,2029,2395946.797,
1,9,3,33,2030,2395241.713,
1,9,3,33,2031,2394288.771,
1,9,3,33,2032,2393870.659,
1,9,3,33,2033,2393389.897,
1,9,3,33,2034,2392842.246,
1,9,3,33,2035,2392455.371,
1,9,3,33,2036,2391746.235,
1,9,3,33,2037,2391117.151,
1,9,3,33,2038,2389332.472,
1,9,3,33,2039,2388409.655,
1,9,3,33,2040,2386651.988,
1,9,3,33,2041,2385911.769,
1,9,3,33,2042,2384323.197,
1,9,3,33,2043,2383306.762,
1,9,3,33,2044,2381867.964,
1,9,3,33,2045,2380517.121,
1,9,3,33,2046,2379586.545,
1,9,3,33,2047,2378921.231,
1,9,3,33,2048,2364908.67,
1,9,3,33,2049,2363557.263,
1,9,3,33,2050,2362033.457,
1,9,3,33,2051,2360597.074,
1,9,3,34,2010,4247362.185,
1,9,3,34,2011,4245378.574,
1,9,3,34,2012,4244528.671,
1,9,3,34,2013,4242754.41,
1,9,3,34,2014,4241516.34,
1,9,3,34,2015,4239154.608,
1,9,3,34,2016,4237631.069,
1,9,3,34,2017,4235508.194,
1,9,3,34,2018,4233820.689,
1,9,3,34,2019,4232456.702,
1,9,3,34,2020,4230573.309,
1,9,3,34,2021,4228770.242,
1,9,3,34,2022,4227373.224,
1,9,3,34,2023,4224801.111,
1,9,3,34,2024,4222054.364,
1,9,3,34,2025,4219931.484,
1,9,3,34,2026,4217156.236,
1,9,3,34,2027,4215390.023,
1,9,3,34,2028,4213295.663,
1,9,3,34,2029,4210857.037,
1,9,3,34,2030,4208876.171,
1,9,3,34,2031,4206245.519,
1,9,3,34,2032,4203961.51,
1,9,3,34,2033,4201224.491,
1,9,3,34,2034,4198003.028,
1,9,3,34,2035,4195407.964,
1,9,3,34,2036,4192425.901,
1,9,3,34,2037,4188864.256,
1,9,3,34,2038,4185880.43,
1,9,3,34,2039,4182408.645,
1,9,3,34,2040,4179980.748,
1,9,3,34,2041,4176709.756,
1,9,3,34,2042,4173204.362,
1,9,3,34,2043,4169917.846,
1,9,3,34,2044,4165452.894,
1,9,3,34,2045,4161344.991,
1,9,3,34,2046,4158369.824,
1,9,3,34,2047,4154335.847,
1,9,3,34,2048,4125773.238,
1,9,3,34,2049,4121922.517,
1,9,3,34,2050,4116992.177,
1,9,3,34,2051,4112641.455,
1,9,3,35,2010,1027286.845,
1,9,3,35,2011,1026714.026,
1,9,3,35,2012,1026226.48,
1,9,3,35,2013,1024797.325,
1,9,3,35,2014,1024431.036,
1,9,3,35,2015,1024380.882,
1,9,3,35,2016,1023977.642,
1,9,3,35,2017,1023904.988,
1,9,3,35,2018,1023024.965,
1,9,3,35,2019,1022180.871,
1,9,3,35,2020,1021481.285,
1,9,3,35,2021,1020354.209,
1,9,3,35,2022,1019864.767,
1,9,3,35,2023,1019294.068,
1,9,3,35,2024,1018669.338,
1,9,3,35,2025,1018169.564,
1,9,3,35,2026,1017477.915,
1,9,3,35,2027,1017073.942,
1,9,3,35,2028,1016877.545,
1,9,3,35,2029,1016463.472,
1,9,3,35,2030,1015596.588,
1,9,3,35,2031,1014717.459,
1,9,3,35,2032,1013953.845,
1,9,3,35,2033,1013207.794,
1,9,3,35,2034,1012532.894,
1,9,3,35,2035,1011742.827,
1,9,3,35,2036,1011148.672,
1,9,3,35,2037,1009807.885,
1,9,3,35,2038,1009194.251,
1,9,3,35,2039,1007500.326,
1,9,3,35,2040,1006680.247,
1,9,3,35,2041,1006199.171,
1,9,3,35,2042,1004863.62,
1,9,3,35,2043,1003488.35,
1,9,3,35,2044,1001125.828,
1,9,3,35,2045,999231.9542,
1,9,3,35,2046,998616.7049,
1,9,3,35,2047,997354.3286,
1,9,3,35,2048,990495.9872,
1,9,3,35,2049,989666.6522,
1,9,3,35,2050,988142.7608,
1,9,3,35,2051,987014.8753,
1,9,3,36,2010,1632643.948,
1,9,3,36,2011,1638883.996,
1,9,3,36,2012,1646739.174,
1,9,3,36,2013,1652384.698,
1,9,3,36,2014,1659387.573,
1,9,3,36,2015,1668085.521,
1,9,3,36,2016,1673614.45,
1,9,3,36,2017,1680166.248,
1,9,3,36,2018,1686831.199,
1,9,3,36,2019,1693274.043,
1,9,3,36,2020,1697904.076,
1,9,3,36,2021,1707625.319,
1,9,3,36,2022,1713497.895,
1,9,3,36,2023,1719384.581,
1,9,3,36,2024,1726057.159,
1,9,3,36,2025,1732615.163,
1,9,3,36,2026,1741091.077,
1,9,3,36,2027,1747420.655,
1,9,3,36,2028,1754542.819,
1,9,3,36,2029,1762110.087,
1,9,3,36,2030,1767088.941,
1,9,3,36,2031,1772959.958,
1,9,3,36,2032,1782565.815,
1,9,3,36,2033,1792395.274,
1,9,3,36,2034,1800630.378,
1,9,3,36,2035,1809236.254,
1,9,3,36,2036,1818494.903,
1,9,3,36,2037,1825618.519,
1,9,3,36,2038,1833976.827,
1,9,3,36,2039,1843355.072,
1,9,3,36,2040,1852061.24,
1,9,3,36,2041,1862122.118,
1,9,3,36,2042,1869687.063,
1,9,3,36,2043,1878953.533,
1,9,3,36,2044,1894200.504,
1,9,3,36,2045,1906641.167,
1,9,3,36,2046,1917943.469,
1,9,3,36,2047,1932966.952,
1,9,3,36,2048,1936417.71,
1,9,3,36,2049,1950430.994,
1,9,3,36,2050,1967041.776,
1,9,3,36,2051,1980039.913,
1,9,3,37,2010,1113308.441,
1,9,3,37,2011,1112645.186,
1,9,3,37,2012,1111585.546,
1,9,3,37,2013,1110490.068,
1,9,3,37,2014,1109415.868,
1,9,3,37,2015,1108585.777,
1,9,3,37,2016,1108187.903,
1,9,3,37,2017,1107403.033,
1,9,3,37,2018,1105440.915,
1,9,3,37,2019,1104575.967,
1,9,3,37,2020,1104096.115,
1,9,3,37,2021,1103413.342,
1,9,3,37,2022,1101051.287,
1,9,3,37,2023,1100426.213,
1,9,3,37,2024,1099138.947,
1,9,3,37,2025,1098443.412,
1,9,3,37,2026,1097375.354,
1,9,3,37,2027,1095476.352,
1,9,3,37,2028,1094111.33,
1,9,3,37,2029,1092145.495,
1,9,3,37,2030,1090602.013,
1,9,3,37,2031,1089006.68,
1,9,3,37,2032,1088066.07,
1,9,3,37,2033,1086040.245,
1,9,3,37,2034,1084285.153,
1,9,3,37,2035,1083393.201,
1,9,3,37,2036,1082784.094,
1,9,3,37,2037,1081969.103,
1,9,3,37,2038,1079811.793,
1,9,3,37,2039,1079266.711,
1,9,3,37,2040,1076971.596,
1,9,3,37,2041,1075559.245,
1,9,3,37,2042,1073714.807,
1,9,3,37,2043,1071141.307,
1,9,3,37,2044,1069767.619,
1,9,3,37,2045,1068172.369,
1,9,3,37,2046,1066273.641,
1,9,3,37,2047,1063926.969,
1,9,3,37,2048,1057231.574,
1,9,3,37,2049,1054468.669,
1,9,3,37,2050,1051155.78,
1,9,3,37,2051,1048587.497,
1,9,3,38,2010,1334807.955,
1,9,3,38,2011,1333274.24,
1,9,3,38,2012,1331987.924,
1,9,3,38,2013,1330207.873,
1,9,3,38,2014,1327716.805,
1,9,3,38,2015,1326255.241,
1,9,3,38,2016,1323981.297,
1,9,3,38,2017,1322085.196,
1,9,3,38,2018,1320509.612,
1,9,3,38,2019,1319416.919,
1,9,3,38,2020,1316861.99,
1,9,3,38,2021,1314678.389,
1,9,3,38,2022,1313243.604,
1,9,3,38,2023,1312517.016,
1,9,3,38,2024,1310250.06,
1,9,3,38,2025,1307637.9,
1,9,3,38,2026,1305836.478,
1,9,3,38,2027,1302974.178,
1,9,3,38,2028,1301914.904,
1,9,3,38,2029,1298652.573,
1,9,3,38,2030,1297505.884,
1,9,3,38,2031,1296061.155,
1,9,3,38,2032,1294252.809,
1,9,3,38,2033,1292117.708,
1,9,3,38,2034,1290148.564,
1,9,3,38,2035,1286716.894,
1,9,3,38,2036,1282319.141,
1,9,3,38,2037,1278171.45,
1,9,3,38,2038,1274195.04,
1,9,3,38,2039,1272326.34,
1,9,3,38,2040,1271231.896,
1,9,3,38,2041,1265806.659,
1,9,3,38,2042,1263584.378,
1,9,3,38,2043,1260249.113,
1,9,3,38,2044,1256225.312,
1,9,3,38,2045,1252739.411,
1,9,3,38,2046,1249324.096,
1,9,3,38,2047,1247520.504,
1,9,3,38,2048,1239790.295,
1,9,3,38,2049,1236874.633,
1,9,3,38,2050,1231294.452,
1,9,3,38,2051,1225211.214,
1,9,3,39,2010,335060.49,
1,9,3,39,2011,334529.3288,
1,9,3,39,2012,334068.8621,
1,9,3,39,2013,334068.8621,
1,9,3,39,2014,334068.8621,
1,9,3,39,2015,333312.9519,
1,9,3,39,2016,333312.9519,
1,9,3,39,2017,333130.507,
1,9,3,39,2018,332727.6004,
1,9,3,39,2019,332473.5851,
1,9,3,39,2020,332106.8476,
1,9,3,39,2021,331527.0301,
1,9,3,39,2022,331180.9246,
1,9,3,39,2023,330688.5399,
1,9,3,39,2024,329921.759,
1,9,3,39,2025,329783.7072,
1,9,3,39,2026,329456.9847,
1,9,3,39,2027,329456.9847,
1,9,3,39,2028,328840.3534,
1,9,3,39,2029,328499.8257,
1,9,3,39,2030,328499.8257,
1,9,3,39,2031,328328.028,
1,9,3,39,2032,327579.62,
1,9,3,39,2033,327061.2816,
1,9,3,39,2034,326159.4967,
1,9,3,39,2035,325236.0838,
1,9,3,39,2036,324359.3783,
1,9,3,39,2037,323655.6977,
1,9,3,39,2038,323011.4561,
1,9,3,39,2039,322726.1491,
1,9,3,39,2040,322143.7751,
1,9,3,39,2041,321810.9783,
1,9,3,39,2042,321445.5529,
1,9,3,39,2043,321258.416,
1,9,3,39,2044,320134.2139,
1,9,3,39,2045,319162.6362,
1,9,3,39,2046,318296.7448,
1,9,3,39,2047,317893.6336,
1,9,3,39,2048,316121.4152,
1,9,3,39,2049,315041.2211,
1,9,3,39,2050,313926.0695,
1,9,3,39,2051,312163.3927,
1,9,3,310,2010,1664736.139,
1,9,3,310,2011,1662075.641,
1,9,3,310,2012,1660300.738,
1,9,3,310,2013,1659285.978,
1,9,3,310,2014,1658076.614,
1,9,3,310,2015,1656278.194,
1,9,3,310,2016,1654368.138,
1,9,3,310,2017,1652716.491,
1,9,3,310,2018,1651648.623,
1,9,3,310,2019,1649732.023,
1,9,3,310,2020,1648895.179,
1,9,3,310,2021,1647070.316,
1,9,3,310,2022,1645386.477,
1,9,3,310,2023,1644212.322,
1,9,3,310,2024,1642550.411,
1,9,3,310,2025,1639057.365,
1,9,3,310,2026,1636469.038,
1,9,3,310,2027,1633521.622,
1,9,3,310,2028,1632892.348,
1,9,3,310,2029,1630553.943,
1,9,3,310,2030,1628744.596,
1,9,3,310,2031,1626722.602,
1,9,3,310,2032,1624188.782,
1,9,3,310,2033,1621228.24,
1,9,3,310,2034,1619458.83,
1,9,3,310,2035,1617652.092,
1,9,3,310,2036,1613624.919,
1,9,3,310,2037,1611197.294,
1,9,3,310,2038,1609394.952,
1,9,3,310,2039,1606733.248,
1,9,3,310,2040,1603442.727,
1,9,3,310,2041,1600951.077,
1,9,3,310,2042,1597307.098,
1,9,3,310,2043,1595244.027,
1,9,3,310,2044,1589769.765,
1,9,3,310,2045,1586978.097,
1,9,3,310,2046,1583724.595,
1,9,3,310,2047,1580942.489,
1,9,3,310,2048,1568363.129,
1,9,3,310,2049,1565434.878,
1,9,3,310,2050,1561720.334,
1,9,3,310,2051,1558196.855,
1,9,3,311,2010,1504621.705,
1,9,3,311,2011,1502387.231,
1,9,3,311,2012,1501377.086,
1,9,3,311,2013,1500592.78,
1,9,3,311,2014,1500279.759,
1,9,3,311,2015,1500200.374,
1,9,3,311,2016,1499167.041,
1,9,3,311,2017,1497629.234,
1,9,3,311,2018,1496927.022,
1,9,3,311,2019,1496142.585,
1,9,3,311,2020,1495071.131,
1,9,3,311,2021,1494233.137,
1,9,3,311,2022,1492991.256,
1,9,3,311,2023,1492523.652,
1,9,3,311,2024,1492162.082,
1,9,3,311,2025,1490938.828,
1,9,3,311,2026,1489656.67,
1,9,3,311,2027,1488345.47,
1,9,3,311,2028,1487758.764,
1,9,3,311,2029,1487337.006,
1,9,3,311,2030,1486385.885,
1,9,3,311,2031,1485883.022,
1,9,3,311,2032,1485083.731,
1,9,3,311,2033,1484392.641,
1,9,3,311,2034,1482877.444,
1,9,3,311,2035,1481647.841,
1,9,3,311,2036,1480285.621,
1,9,3,311,2037,1478350.456,
1,9,3,311,2038,1477574.629,
1,9,3,311,2039,1476047.977,
1,9,3,311,2040,1474439.961,
1,9,3,311,2041,1473934.592,
1,9,3,311,2042,1471337.581,
1,9,3,311,2043,1469844.786,
1,9,3,311,2044,1468989.14,
1,9,3,311,2045,1466846.614,
1,9,3,311,2046,1464789.144,
1,9,3,311,2047,1463341.418,
1,9,3,311,2048,1453446.261,
1,9,3,311,2049,1451043.891,
1,9,3,311,2050,1448982.205,
1,9,3,311,2051,1446376.609,
1,9,3,312,2010,2933552.639,
1,9,3,312,2011,2930110.101,
1,9,3,312,2012,2927478.538,
1,9,3,312,2013,2924919.315,
1,9,3,312,2014,2920622.451,
1,9,3,312,2015,2915639.456,
1,9,3,312,2016,2911629.064,
1,9,3,312,2017,2909467.387,
1,9,3,312,2018,2907146.114,
1,9,3,312,2019,2903056.487,
1,9,3,312,2020,2899368.796,
1,9,3,312,2021,2895280.221,
1,9,3,312,2022,2891627.73,
1,9,3,312,2023,2887929.203,
1,9,3,312,2024,2883471.619,
1,9,3,312,2025,2879356.329,
1,9,3,312,2026,2874714.356,
1,9,3,312,2027,2870059.271,
1,9,3,312,2028,2864970.799,
1,9,3,312,2029,2859256.906,
1,9,3,312,2030,2854492.972,
1,9,3,312,2031,2850367.26,
1,9,3,312,2032,2844833.732,
1,9,3,312,2033,2840002.922,
1,9,3,312,2034,2835686.328,
1,9,3,312,2035,2830757.485,
1,9,3,312,2036,2824376.338,
1,9,3,312,2037,2820471.825,
1,9,3,312,2038,2816016.997,
1,9,3,312,2039,2808311.845,
1,9,3,312,2040,2802745.771,
1,9,3,312,2041,2796821.356,
1,9,3,312,2042,2789891.767,
1,9,3,312,2043,2783573.428,
1,9,3,312,2044,2776454.734,
1,9,3,312,2045,2768973.851,
1,9,3,312,2046,2763217.298,
1,9,3,312,2047,2755829.166,
1,9,3,312,2048,2730740.202,
1,9,3,312,2049,2720979.058,
1,9,3,312,2050,2711152.603,
1,9,3,312,2051,2702510.412,
1,9,3,313,2010,2468898.71,
1,9,3,313,2011,2465870.135,
1,9,3,313,2012,2462566.689,
1,9,3,313,2013,2457428.823,
1,9,3,313,2014,2453727.21,
1,9,3,313,2015,2450207.97,
1,9,3,313,2016,2447270.609,
1,9,3,313,2017,2443619.889,
1,9,3,313,2018,2439775.789,
1,9,3,313,2019,2434912.478,
1,9,3,313,2020,2430332.825,
1,9,3,313,2021,2427096.382,
1,9,3,313,2022,2422308.516,
1,9,3,313,2023,2418526.167,
1,9,3,313,2024,2414015.871,
1,9,3,313,2025,2409348.08,
1,9,3,313,2026,2403729.641,
1,9,3,313,2027,2399670.808,
1,9,3,313,2028,2395358.084,
1,9,3,313,2029,2390051.277,
1,9,3,313,2030,2385365.095,
1,9,3,313,2031,2381355.536,
1,9,3,313,2032,2376141.204,
1,9,3,313,2033,2368918.606,
1,9,3,313,2034,2364860.778,
1,9,3,313,2035,2359503.447,
1,9,3,313,2036,2354789.862,
1,9,3,313,2037,2349027.84,
1,9,3,313,2038,2343289.592,
1,9,3,313,2039,2337737.723,
1,9,3,313,2040,2329945.891,
1,9,3,313,2041,2325717.748,
1,9,3,313,2042,2318689.955,
1,9,3,313,2043,2313092.08,
1,9,3,313,2044,2304013.165,
1,9,3,313,2045,2293820.7,
1,9,3,313,2046,2287685.96,
1,9,3,313,2047,2280425.238,
1,9,3,313,2048,2259950.67,
1,9,3,313,2049,2250494.609,
1,9,3,313,2050,2240940.841,
1,9,3,313,2051,2231611.099,
1,9,3,314,2010,4267961.497,
1,9,3,314,2011,4266102.403,
1,9,3,314,2012,4263619.017,
1,9,3,314,2013,4260640.566,
1,9,3,314,2014,4257201.64,
1,9,3,314,2015,4253392.695,
1,9,3,314,2016,4250956.811,
1,9,3,314,2017,4249332.031,
1,9,3,314,2018,4247507.454,
1,9,3,314,2019,4244210.276,
1,9,3,314,2020,4242833.673,
1,9,3,314,2021,4238946.758,
1,9,3,314,2022,4236377.794,
1,9,3,314,2023,4234152.562,
1,9,3,314,2024,4231277.581,
1,9,3,314,2025,4227624.896,
1,9,3,314,2026,4222077.559,
1,9,3,314,2027,4218891.792,
1,9,3,314,2028,4214975.906,
1,9,3,314,2029,4213508.328,
1,9,3,314,2030,4212426.417,
1,9,3,314,2031,4208952.66,
1,9,3,314,2032,4203784.96,
1,9,3,314,2033,4201380.939,
1,9,3,314,2034,4198573.735,
1,9,3,314,2035,4195330.872,
1,9,3,314,2036,4190956.592,
1,9,3,314,2037,4185790.634,
1,9,3,314,2038,4182603.704,
1,9,3,314,2039,4178788.27,
1,9,3,314,2040,4175701.651,
1,9,3,314,2041,4174433.707,
1,9,3,314,2042,4170191.629,
1,9,3,314,2043,4163734.081,
1,9,3,314,2044,4160457.616,
1,9,3,314,2045,4155672.455,
1,9,3,314,2046,4149165.225,
1,9,3,314,2047,4144603.788,
1,9,3,314,2048,4112567.198,
1,9,3,314,2049,4108685.99,
1,9,3,314,2050,4101717.065,
1,9,3,314,2051,4095184.636,
1,9,3,315,2010,631329.8652,
1,9,3,315,2011,630576.1846,
1,9,3,315,2012,630349.9594,
1,9,3,315,2013,629020.3535,
1,9,3,315,2014,628496.4994,
1,9,3,315,2015,627147.4392,
1,9,3,315,2016,626668.0014,
1,9,3,315,2017,625740.5125,
1,9,3,315,2018,625070.7277,
1,9,3,315,2019,624048.2276,
1,9,3,315,2020,623246.243,
1,9,3,315,2021,621608.0681,
1,9,3,315,2022,619125.4352,
1,9,3,315,2023,617991.1244,
1,9,3,315,2024,617245.5754,
1,9,3,315,2025,616078.169,
1,9,3,315,2026,615728.1687,
1,9,3,315,2027,615307.2187,
1,9,3,315,2028,614148.909,
1,9,3,315,2029,613391.4664,
1,9,3,315,2030,612561.3525,
1,9,3,315,2031,611992.7609,
1,9,3,315,2032,610873.1447,
1,9,3,315,2033,609737.8303,
1,9,3,315,2034,608267.1751,
1,9,3,315,2035,607405.7732,
1,9,3,315,2036,606017.6411,
1,9,3,315,2037,605128.7216,
1,9,3,315,2038,603989.4021,
1,9,3,315,2039,602695.4391,
1,9,3,315,2040,601678.3622,
1,9,3,315,2041,600885.8256,
1,9,3,315,2042,599630.9113,
1,9,3,315,2043,597943.826,
1,9,3,315,2044,596394.0305,
1,9,3,315,2045,595178.4341,
1,9,3,315,2046,593868.7446,
1,9,3,315,2047,591814.3667,
1,9,3,315,2048,587063.5262,
1,9,3,315,2049,585226.7819,
1,9,3,315,2050,582740.312,
1,9,3,315,2051,581545.6978,
1,9,3,316,2010,2257116.72,
1,9,3,316,2011,2255500.147,
1,9,3,316,2012,2253560.828,
1,9,3,316,2013,2250404.988,
1,9,3,316,2014,2247119.634,
1,9,3,316,2015,2244640.79,
1,9,3,316,2016,2242232.812,
1,9,3,316,2017,2239398.701,
1,9,3,316,2018,2236464.395,
1,9,3,316,2019,2233264.274,
1,9,3,316,2020,2231060.513,
1,9,3,316,2021,2227609.801,
1,9,3,316,2022,2224309.489,
1,9,3,316,2023,2221381.546,
1,9,3,316,2024,2217242.623,
1,9,3,316,2025,2215075.914,
1,9,3,316,2026,2212030.05,
1,9,3,316,2027,2210306.902,
1,9,3,316,2028,2206329.889,
1,9,3,316,2029,2202769.343,
1,9,3,316,2030,2199398.305,
1,9,3,316,2031,2196003.704,
1,9,3,316,2032,2191388.573,
1,9,3,316,2033,2188457.385,
1,9,3,316,2034,2184294.146,
1,9,3,316,2035,2179486.47,
1,9,3,316,2036,2175035.356,
1,9,3,316,2037,2171984.247,
1,9,3,316,2038,2169051.059,
1,9,3,316,2039,2165811.481,
1,9,3,316,2040,2161785.107,
1,9,3,316,2041,2156960.085,
1,9,3,316,2042,2153108.312,
1,9,3,316,2043,2149116.403,
1,9,3,316,2044,2143953.865,
1,9,3,316,2045,2138695.777,
1,9,3,316,2046,2133419.355,
1,9,3,316,2047,2127045.224,
1,9,3,316,2048,2108608.58,
1,9,3,316,2049,2102420.906,
1,9,3,316,2050,2094826.772,
1,9,3,316,2051,2088740.866,
1,9,6,61,2010,85028396.92,
1,9,6,61,2011,85049294.43,
1,9,6,61,2012,85047668.93,
1,9,6,61,2013,85048890.1,
1,9,6,61,2014,85049091.45,
1,9,6,61,2015,85052907.63,
1,9,6,61,2016,85051109.73,
1,9,6,61,2017,85046582.43,
1,9,6,61,2018,85048210.87,
1,9,6,61,2019,85047493.83,
1,9,6,61,2020,85046674.85,
1,9,6,61,2021,85046713.65,
1,9,6,61,2022,85049059.56,
1,9,6,61,2023,85048087.33,
1,9,6,61,2024,85047074.54,
1,9,6,61,2025,85043224.89,
1,9,6,61,2026,85039365.76,
1,9,6,61,2027,85043665.67,
1,9,6,61,2028,85041658.27,
1,9,6,61,2029,85042747.19,
1,9,6,61,2030,85041055.75,
1,9,6,61,2031,85040589.28,
1,9,6,61,2032,85042534.12,
1,9,6,61,2033,85037785.7,
1,9,6,61,2034,85040025.02,
1,9,6,61,2035,85035788.15,
1,9,6,61,2036,85038190.19,
1,9,6,61,2037,85038882.67,
1,9,6,61,2038,85036230.43,
1,9,6,61,2039,85035546.67,
1,9,6,61,2040,85037532.59,
1,9,6,61,2041,85038639.68,
1,9,6,61,2042,85036561.33,
1,9,6,61,2043,85036161.39,
1,9,6,61,2044,85036682.39,
1,9,6,61,2045,85034484.19,
1,9,6,61,2046,85032272.57,
1,9,6,61,2047,85037513.08,
1,9,6,61,2048,84655639.7,
1,9,6,61,2049,84653169.77,
1,9,6,61,2050,84654231.94,
1,9,6,61,2051,84647953.64,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,